post_id,user_id,text,created_at,topic,keyword,group,source_type
4945109319159545,3514732862,"【#外逃人员凌燕舞被遣返回国#】9月7日，在中央反腐败协调小组国际追逃追赃工作办公室统筹协调下，在公安部等部门指导协助下，经湖南省纪检监察机关、公安机关与有关国家执法机关密切合作，外逃职务犯罪和经济犯罪嫌疑人凌燕舞在境外落网并被遣返回国。
凌燕舞，男，1976年8月出生，湖南新凯龙商业地产营销策划有限公司原法定代表人，涉嫌行贿、与国有公司人员共同滥用职权、集资诈骗、拒不支付劳动报酬等犯罪，2019年2月外逃。办案机关及时冻结涉案赃款，积极开展国际执法合作，最终将其缉拿归案。（来源：新华社）",2023-09-12 11:30:00,反腐,反腐,state_media,state_media_df
4945561783371827,3120845115,#反腐快讯#【淮北市委副书记操隆山被查】安徽省淮北市委副书记操隆山涉嫌严重违纪违法，目前正接受安徽省纪委监委纪律审查和监察调查。http://t.cn/A6OoUnnA @安徽纪检监察,2023-09-13 17:27:56,反腐,反腐,state_media,state_media_df
4945786653377462,3675657612,"【AI智播｜一句阳光，叫醒耳朵！（2023年9月14日）】宁夏日报新媒体频道编发 第1335期
2023年9月14日 星期四
1 .今年以来，银川市纪委监委持续惩治国有企业腐败问题，确保“靠企吃企”专项治理各项目标任务落到实处。目前，共立案27件29人，其中留置8人，给予党纪处分或组织处理51人。（反腐败无微不“治”）
2. 12日，银川市市场监管局公布民生领域案件查办“铁拳”行动十大典型案例，其中有加油站多次将92号汽油混掺入95号汽油被罚。（党和人民在监督，万目睽睽难逃脱）
3. 9月12日，宁夏首届残疾人运动会和特殊奥林匹克运动会在中卫市体育馆落下帷幕。让我们跟随“宁视觉”作者“七道阳光”的镜头重温赛场。（宁夏日报客户端“拍客世界”期待您的投稿 ）
4. 近日，2023年国家乡村振兴示范县创建名单公布，固原市原州区、吴忠市利通区2县区入选。（我们的家乡，在希望的田野上）
5. 9月13日，“学习强国”银川学习平台正式上线运行。设置了“新思想在银川”“今日推荐”“高质量发展”“文明银川”“银川影像”等5大内容板块。（欢迎订阅）
6. 国家卫生健康委、国家医保局、金融监管总局、国家药监局等四部门日前联合印发通知，将进一步规范口腔诊疗行为，提升口腔医疗保障水平。（看牙病又贵又疼，学会正确刷牙省钱又健康）
7. 中秋、国庆“双节”来临之际，宁夏旅游投资集团下属六盘山旅游集团及贺兰山国家森林公园推出“两山联票”，99元一张门票游两山！
8. 13日，泰国决定对中国游客实施为期5个月的免签政策；11日，格鲁吉亚宣布给予中国公民免签待遇。（祖国强大，人民自豪）
9. 随着中秋、十一双节临近，中国消费者协会、中国饭店协会联合倡议：住宿餐饮经营者不得相互串通、操纵市场价格！（让消费者敢消费、愿消费）
10. 近日，河南驻马店一名大三男生，利用暑假去工地打工挣的钱，带75岁的爷爷去黄山旅游。他说，自己被爷爷一手带大，爷爷一辈子没出过远门，家里挂着爷爷买的迎客松墙画，就想带他去看看真正的迎客松。（今天就聊到这儿吧，小编去给父母打个电话）
#微光心语# 天地之性，人为贵。 人之行，莫大于孝。——《孝经·圣治》",2023-09-14 08:21:29,反腐,反腐,state_media,state_media_df
mgkVVcLn2,uI43JOH2W,反腐败多年，似乎贪腐的级别和量级越来越高；现在发改委开始反垄断，不知未来效果如何！？,2012-01-02 20:12:36,反腐,反腐败,opinion_leader,opinion_leader_df
m9hqAdEwye,uK3R510WP,【贪官对反腐败的认识】“反腐败是隔墙扔砖头，砸住谁，谁倒霉。没想到今天会轮到我的头上。” 这是敛财1500万元的国家级贫困县甘肃省宕昌县委原书记王先民的话。,2012-01-03 09:10:22,反腐,反腐败,opinion_leader,opinion_leader_df
mA3aYvgd5z,uPVDS2J2Y,四句话真赶人啊。//@uCBTMSABT：  胡锦涛：坚决把反腐败斗争进行到底！,2012-01-03 18:07:49,反腐,反腐败,opinion_leader,opinion_leader_df
mL2ueJ4rUE,uTZ5KAFHS,【反 腐 败模式】“反 腐 败是隔墙扔砖头，砸住谁，谁倒霉。没想到今天会轮到我的头上。” 这是敛财1500万元的国家级贫困县甘肃省宕昌县委原 书 记王先民的话，道出了天朝反腐败的内在模式！,2012-01-04 08:54:59,反腐,反腐败,opinion_leader,opinion_leader_df
mcrJsBR9eQ,uI43HDKM1,中国的法律是保谁的？？？//@uII5LWIBP：  //@ukn：  弘扬正气是每个公民应尽的义务。//@uVT4LUYEJ：  @uZ324JQIL：  让我们的反腐败帖子永不沉底！坚决把腐败分子顶进监狱！,2012-01-04 21:45:56,反腐,反腐败,opinion_leader,opinion_leader_df
mA3aMV1yoC,uZXKT3LFG,基于H市诊断性调查的反腐败建议 -    http://t.cn/SikBrb,2012-01-05 00:19:26,反腐,反腐败,opinion_leader,opinion_leader_df
mqUTp8NDFq,uWYNGWUPD,//@ukn：  //@uZ324JQIL：  让我们的反腐败帖子永不沉底！坚决把腐败分子顶进监狱//@ukn：  敬请关注!您的转帖就是对我的支持!万分感激!常州市天宁区红梅街道光明村委光明村46－1号的遭遇，姚晓东市长什么时候关注一个个体户的生死存亡问题http://t.cn/S2r0Ox /@uJWAAXDGK： [给力],2012-01-05 01:08:23,反腐,反腐败,opinion_leader,opinion_leader_df
m4YwoBOAaW,uEMB0BPLF,小偷开辟了一条崭新的反腐败路线，我党有希望了。//@uOQZLPO4S：  失去了一位好干部。,2012-01-05 09:06:08,反腐,反腐败,opinion_leader,opinion_leader_df
mB1eyurUdp,uSIAHYNJL,关注//@uB4H2EYT5： [思考]//@ukn：  刚接到深圳电商秘密花园成员爆料：聚划算即将大地震，今天淘宝突然袭击将聚划算部分小二的电脑突然收走，开始反腐败。淘宝是令人效率高令人尊敬的企业，有错及改，赞一个。我的微博害了不少人，一爆料就有人出问题，以后微博说话要慎重。,2012-01-05 14:10:31,反腐,反腐败,opinion_leader,opinion_leader_df
mJKKm4V1TP,uWWBJLTQD,//@ukn：  刚接到深圳电商秘密花园成员爆料：聚划算即将大地震，今天淘宝突然袭击将聚划算部分小二的电脑突然收走，开始反腐败。淘宝是令人效率高令人尊敬的企业，有错及改，赞一个。我的微博害了不少人，一爆料就有人出问题，以后微博说话要慎重。淘宝2012年的关键词是“蛰伏”。,2012-01-05 14:15:01,反腐,反腐败,opinion_leader,opinion_leader_df
mnzrQZXEYb,uWYNLRQFY,求证！【传淘宝大规模反腐 聚划算多名小二电脑被收】1月5日消息，据电商人士龚文祥透露，@ukn： 今天“大地震”，很多聚划算小二电脑突然被收走，淘宝开始大规模反腐败。 此外，龚文祥透露，马云新年讲话中表示，2012年淘宝最核心的关键词是“蛰伏”。,2012-01-05 17:22:30,反腐,反腐败,opinion_leader,opinion_leader_df
mex2B8jbDq,uTS2GP0KV,中纪委：反腐败必须做好打持久战的思想准备http://t.cn/S6HgDp    ２０１１年共处分县处级以上干部４８４３人，移送司法机关７７７人。张家盟、宋晨光、刘卓志等大案要案，已移送司法机关依法处理；目前正在立案调查的还有刘志军、田学仁、黄胜等违纪违法案件http://t.cn/S6nWVE,2012-01-06 23:41:10,反腐,反腐败,opinion_leader,opinion_leader_df
mAaBLIKxXt,uZDQIOLNB,《反腐败斗争的新成效将会带来什么样的新气象？》中央政治局12月30日研究部署2012年党风廉政建设和反腐败工作。胡锦涛总书记主持会议。会议要求着力解决反腐倡廉建设中人民群众反映强烈的突出问题，以反腐败斗争的新成效迎接党的十八大胜利召开。【微评：今年中国反腐败斗争必将取得决定性胜利！】,2012-01-07 12:10:02,反腐,反腐败,opinion_leader,opinion_leader_df
mPoOYHKxSU,uZQXA0AWQ,面对我国反腐败斗争的形势，不容乐观！只有—手大造反腐舆论，一手抓建设；—手动员和组织群众、群策群力从身边做起，一手抓改革；一手依法反腐，—手依法办事，才能得民心顺民意，走向反腐倡廉、共富缩差、民生康庄的正道。,2012-01-07 14:43:44,反腐,反腐败,opinion_leader,opinion_leader_df
m3zbU1TWpD,uWYNBYGTF,左派也好右派也罢，说一千道一万，不反腐败都是假的；说一千道一万，真反腐败就该从经济最发达的地区和权力最大、权力滥用最多的部门反起,2012-01-07 17:33:01,反腐,反腐败,opinion_leader,opinion_leader_df
mc93LjTrHt,uJWIFRMOP,1月7日，中纪委称：反腐败需打“持久战”。今日召开新闻通气会讲：反腐其实就是个长期历史任务，必须做好打持久战的思想准备，不能急于求成，让我们的官吃的肥肥的再下手，不能速战速决，毕竟功于一役。就像乾隆养和珅一样，慢慢来，俗话说的好，养猪千日，宰在用时。,2012-01-07 18:20:15,反腐,反腐败,opinion_leader,opinion_leader_df
mEmoCIlnsj,uTS2C5224," 柴静： 1.反腐败喊了30年，病入膏肓了。2.党政分开喊了26年，一直分不开了。3.官员财产公布喊了17年，几成难产了。4.加大教育投入喊了15年，上学越来越贵了。5.医改喊了10年，看病越来越贵了。6.房价降下来喊了6年，越涨越高了。7.纠正退休,医保双轨制喊了4年了，没动静了。8.控制物价有信心喊了3年  ",2012-01-07 21:53:02,反腐,反腐败,opinion_leader,opinion_leader_df
mwuXMH4A3I,uQSM5DCRA,#本周荐读#【美报谈胡锦涛在《求是》上的文章】- 全球报摘：美报谈胡锦涛发表在《求是》杂志上的文章；英报问金正恩能成为朝鲜的邓小平吗？美报称印度的反腐败运动偃旗息鼓。http://t.cn/SiYxFH,2012-01-08 12:15:03,反腐,反腐败,opinion_leader,opinion_leader_df
mcrJxso6Fd,u0ABXI0A2,新加坡：2011年中国反腐败情况 http://t.cn/SXVoFw,2012-01-08 12:25:05,反腐,反腐败,opinion_leader,opinion_leader_df
m6EtbvvbSf,uYC3R2OWZ,【王朔语录】 若一个男人，满嘴我爱你，可是一说结婚就闪躲，还老想问你要钱花，只能说明他根本没打算要你，多操你一天是一天，真要怀孕了立马消失。若一个政府，天天高喊反腐败爱人民，可一提到阳光法案行政透明就闪躲，加税涨价倒是雷厉风行，只能说明它就是想玩你们，多操一天是一天！,2012-01-08 20:08:47,反腐,反腐败,opinion_leader,opinion_leader_df
4927472686602364,3919603060,"【十四届全国人大常委会举行第四次会议 审议刑法修正案（十二）草案 决定任命王毅为外交部部长、潘功胜为中国人民银行行长 习近平签署主席令 赵乐际主持】新华社北京7月25日电 十四届全国人大常委会第四次会议25日在北京人民大会堂举行。会议经表决，决定免去秦刚兼任的外交部部长职务，任命王毅为外交部部长，免去易纲的中国人民银行行长职务，任命潘功胜为中国人民银行行长。国家主席习近平签署第8号主席令。赵乐际委员长主持会议。

　　25日上午，举行第一次全体会议。常委会组成人员170人出席会议，出席人数符合法定人数。

　　为贯彻落实党中央决策部署，适应预防、惩治行贿等犯罪的实践需要，委员长会议提出了关于提请审议刑法修正案（十二）草案的议案。草案围绕党中央反腐败和依法保护民营企业的大政方针，更加注重统筹发挥好刑法的规范保障、引领推动作用；坚持问题导向，聚焦实践中的突出问题，增强修法针对性；坚持系统观念、法治思维，精准把握惩治对象和行为。草案就行贿和民营企业内部人员腐败相关犯罪规定作了进一步完善。受委员长会议委托，全国人大常委会法制工作委员会主任沈春耀作了说明。

　　会议还审议了任免案。

　　第一次全体会议后，举行分组会议。

　　25日下午，赵乐际委员长主持召开十四届全国人大常委会第九次委员长会议，审议有关议题。全国人大常委会秘书长刘奇作了汇报。

　　委员长会议后，举行闭幕会。常委会组成人员169人出席会议，出席人数符合法定人数。会议表决通过了任免案。

　　全国人大常委会副委员长李鸿忠、王东明、肖捷、郑建邦、丁仲礼、郝明金、蔡达峰、何维、武维华、铁凝、彭清华、张庆伟、洛桑江村、雪克来提·扎克尔，秘书长刘奇出席会议。

　　国务委员王小洪、吴政隆，最高人民法院院长张军，最高人民检察院检察长应勇，国家监察委员会负责同志，有关部门负责同志等列席会议。（新华社）",2023-07-25 19:28:19,反腐,反腐败,state_media,state_media_df
4933156840409955,3675657612,"【自治区高院清理执行积案621件】近日，记者从自治区高级人民法院获悉，全区法院强化群众反映强烈问题专项整治，认真整改司法为民工作不到位问题，通过扎实开展诉讼案件长期未结专项整治、召开全区法院专项督办会、建立预防和清理长效机制，实施“月通报”、定向发督办函、约谈主要负责人等方式推进清理整治。截至目前，全区法院已清理执行积案621件，执行到位金额22.2亿元，化解执行涉诉信访案件28件。其中，清理1年以上未结诉讼案件449件，清积率75％；清理3年以上未结诉讼案件11件，清积率65％。

主题教育开展以来，自治区高院党组对梳理出的领导班子问题，持续发力推动、逐项整改落实。目前“执行案件积案突出”等3项问题整改整治工作取得阶段性成效。针对理论武装不够深入问题，高院举办领导班子读书班，建立“双督双促”机制，邀请全国人大代表、自治区宣讲团成员等进行宣讲，组织干警前往闽宁镇党史馆、黄渠桥红色教育基地等深入开展红色教育。同时，建立班子成员基层联系点，先后到永宁县闽宁法庭、西吉县将台堡法庭等听取群众意见建议，并在中宁县宁安镇人民政府设立法官基层服务点，深入推进联系群众工作，开展法律咨询、法治宣传近百次。

自治区高院强化教育监督和执纪问责，深入推进纠治形式主义、官僚主义专项整治，扎实开展司法巡查、政治督察，全面整改中央督查组督查反馈问题。召开全区法院2023年党风廉政建设和反腐败工作会，分层签订责任书，组织领导干部、青年干警前往警示教育中心、银川监狱接受警示教育；建立全区违纪违法干警台账，对1名违反规定的干警予以处分；深入全区法院实地督查，开展执行案件积案专项清理活动，对终本案件开展“回头看”，对清积不力单位进行通报，采取有力举措兑现群众胜诉权益。（宁夏日报记者 张涛）",2023-08-10 11:55:07,反腐,反腐败,state_media,state_media_df
4933508093709850,2271051770,"#红通人员周权回国投案#【“红通人员”周权回国投案】8月9日，在中央反腐败协调小组国际追逃追赃工作办公室统筹协调下，经辽宁省追逃办和大连市纪检监察机关不懈努力，“红通人员”周权回国投案。

　　周权，男，1960年8月出生，原系大连远洋运输公司派驻某公司办事处主任，涉嫌贪污、挪用公款犯罪，2015年3月外逃。2016年5月，国际刑警组织对其发布红色通报。办案机关已依法查封冻结其涉案财物。

　　中央追逃办负责人表示，周权回国投案是纪检监察机关落实党的二十大精神和中央纪委二次全会部署、持续开展“天网行动”的重要成果，再次证明天网恢恢、疏而不漏，外逃永远没有出路，主动投案才是正途。我们将坚持有逃必追、一追到底，始终保持高压态势，坚决不让外逃腐败分子逍遥法外。（中央纪委国家监委网站）",2023-08-11 11:10:52,反腐,反腐败,state_media,state_media_df
4933508562949305,2810373291,"【#又一红通人员回国投案#】#外逃永远没有出路主动投案才是正途# 8月9日，在中央反腐败协调小组国际追逃追赃工作办公室统筹协调下，经辽宁省追逃办和大连市纪检监察机关不懈努力，“红通人员”周权回国投案。

　　周权，男，1960年8月出生，原系大连远洋运输公司派驻某公司办事处主任，涉嫌贪污、挪用公款犯罪，2015年3月外逃。2016年5月，国际刑警组织对其发布红色通报。办案机关已依法查封冻结其涉案财物。

　　中央追逃办负责人表示，周权回国投案是纪检监察机关落实党的二十大精神和中央纪委二次全会部署、持续开展“天网行动”的重要成果，再次证明天网恢恢、疏而不漏，外逃永远没有出路，主动投案才是正途。我们将坚持有逃必追、一追到底，始终保持高压态势，坚决不让外逃腐败分子逍遥法外。（中央纪委国家监委网站）",2023-08-11 11:12:44,反腐,反腐败,state_media,state_media_df
4933509599199900,1663072851,"#外逃永远没有出路主动投案才是正途#【“红通人员”周权回国投案】8月9日，在中央反腐败协调小组国际追逃追赃工作办公室统筹协调下，经辽宁省追逃办和大连市纪检监察机关不懈努力，“红通人员”周权回国投案。

周权，男，1960年8月出生，原系大连远洋运输公司派驻某公司办事处主任，涉嫌贪污、挪用公款犯罪，2015年3月外逃。2016年5月，国际刑警组织对其发布红色通报。办案机关已依法查封冻结其涉案财物。

中央追逃办负责人表示，周权回国投案是纪检监察机关落实党的二十大精神和中央纪委二次全会部署、持续开展“天网行动”的重要成果，再次证明天网恢恢、疏而不漏，外逃永远没有出路，主动投案才是正途。我们将坚持有逃必追、一追到底，始终保持高压态势，坚决不让外逃腐败分子逍遥法外。（中央纪委国家监委网站） http://t.cn/A60uhOYx",2023-08-11 11:16:51,反腐,反腐败,state_media,state_media_df
4933520457209661,1974576991,"【#红通周权回国投案#】8月9日，在中央反腐败协调小组国际追逃追赃工作办公室统筹协调下，经辽宁省追逃办和大连市纪检监察机关不懈努力，“红通人员”周权回国投案。

周权，男，1960年8月出生，原系大连远洋运输公司派驻某公司办事处主任，涉嫌贪污、挪用公款犯罪，2015年3月外逃。2016年5月，国际刑警组织对其发布红色通报。办案机关已依法查封冻结其涉案财物。（央视新闻客户端）",2023-08-11 12:00:00,反腐,反腐败,state_media,state_media_df
4933657934960150,1893892941,"【#医疗反腐只会让白大褂更干净#】#多名医保局长被调查# 近日，全国医药领域腐败问题集中整治的话题持续引发热议，北京、重庆、海南、云南、四川等多地公布集中整治举报方式。这些天，几乎每天都有医院院长落马的消息发布；触目惊心令人咋舌的贪腐数额、花样繁多乃至不堪入目的腐败方式被曝光，一些医疗领域腐败分子的忏悔被公布……种种迹象表明，医疗领域的反腐败风暴仍在升级之中，呈现出不荡涤干净污泥浊水、不刹住歪风邪气、不查处腐败分子绝不停手的趋势。

查处医疗领域的腐败分子，斩断医疗领域的腐败链条，公众拍手称快。可因为查办的医院院长、科室主任往往都是当地技术精湛的专家，甚至是所在学科领域有话语权的重量级人物，不少医护人员不免担心，作为整体的白衣天使会不会被污名化。

对职业形象的在乎其情殷殷，担心也并非空穴来风。因为此次曝出的医疗领域的腐败程度远远超出普通人的预料，因为这种腐败与白衣天使的形象产生巨大反差，因为这些腐败某种程度上都由患者埋单，所以网络上出现了不少非理性的声音。有些话是出于对腐败的痛恨，可以理解；还有一些借机蹭流量的人，发表了很多不负责任的言论，编造了不少添油加醋的谣言；还有些别有用心的人，急不可耐地跳出来带节奏，对医疗领域的反腐败说三道四，将脏水无差别泼到医护人员身上，借以达到个人或者利益集团不可告人的目的。

既然医疗领域水很深很浑，自然少不了浑水摸鱼的人；医疗反腐触及很多人的利益，也从来少不了说风凉话的人。但能力水平再高也不能在党纪国法面前胡来，再大的功劳再响的名头都不是腐败的挡箭牌。所以，医疗领域反腐不会伤及那些廉洁的医护人员，查处成百上千的院长、主任，不仅不会破坏医护人员的整体形象，恰恰相反，不反腐才是很多人愿意看到的，让腐败分子在医疗领域里继续祸害人才是对医疗队伍最大的伤害。

玷污白大褂的，是腐败分子，而且也只能玷污他自己的那一身。广东省揭阳市深挖医疗领域腐败行动中首个落马者，揭阳市人民医院原党委书记、院长翁建东忏悔道：“我收受供应商大量黄金和现金，身上的白大褂被染成金黄色，表面金灿灿亮闪闪，但里面却早已腐烂成黑色，烂臭发霉……”这样的腐败分子或许权倾一时，也可能藏得很深，但迟早会现出原形。因为绝大多数医护人员对腐败恨之入骨，不屑于与这样的人为伍。就在这几天，中南大学湘雅三医院呼吸与危重症医学科9名医务人员联名举报科主任孟婕，“为了呼吸科的未来，我们无法再沉默”。举报的肯定不止这一起，被举报的也肯定不止这一人，虽然举报事实待相关部门调查核实，但足见医务人员有与腐败势不两立的立场，有捍卫白大褂纯洁的决心和行动。

医疗领域的反腐，正在清除队伍中的一个个蠹虫，擦掉白大褂上的一个个污点。当医院的政治生态好转，用人导向正确，有能力又廉洁的人必然会得到重用，为更多的患者做更多的事。患者的心是透亮的，当医生治疗疾病有水平，医院治疗费用降下来，谁还去污名，又何怕被污名？（@北京日报 记者 贾亮）",2023-08-11 21:06:17,反腐,反腐败,state_media,state_media_df
4934226573002358,3167104922,【医药反腐席卷20余省份，#今年至少176名医院书记被查#】近期，多名医保领域的领导干部陆续落马，全国医药领域反腐败正快速向多个细分领域推进，驶入深水区。据统计，截至8月12日，今年全国至少已有176名医院院长、书记被查。至少20个省份监管部门和纪委监委发声要求集中整治医药领域腐败问题。#全国多地公布医疗反腐举报电话#北京、天津、重庆、内蒙古、四川多地公布了医药领域腐败问题集中整治工作期间的举报电话↓↓（上游新闻）http://t.cn/A601FRhL http://t.cn/A601FEuQ,2023-08-13 10:45:51,反腐,反腐败,state_media,state_media_df
4934996898612173,1893892941,"#全国医药领域腐败问题集中整治工作#【国家卫生健康委发布#全国医药领域腐败问题集中整治工作有关问答#】今天（8月15日），国家卫生健康委就全国医药领域腐败问题集中整治工作发布有关问答。

一、开展集中整治的工作背景以及目的是什么？

答：医药领域是维护人民群众健康的主阵地，关系到广大人民群众最关心、最直接、最现实的健康权益。党中央高度重视医药事业的高质量发展，将保障人民健康放在优先发展的战略位置。党的十八大以来，医药卫生行业聚焦影响人民健康的重大疾病和主要问题，加快实施健康中国战略，推动医药、医疗、医保持续高水平发展，促进优质医疗资源扩容和区域均衡布局。医务工作者肩负救死扶伤，维护人民群众健康的神圣职责。长期以来，广大医务人员响应党的号召，践行“敬佑生命、救死扶伤、甘于奉献、大爱无疆”的新时期职业精神，在疾病预防诊疗康复护理、医学技术创新发展等方面发挥了不可替代的重要作用并取得丰硕成果，得到全社会理解、支持和尊重。对广大医务工作者的辛勤劳动和奉献应予充分肯定。

加强医药领域反腐工作是促进医药行业高质量发展的重要内容，是完善医药治理体系建设的重要组成部分。多年来，国家卫生健康委作为纠正医药购销领域和医疗服务中不正之风部际联席机制牵头单位，会同相关部门不断加强行业作风建设，将体系构建、制度建设与落实廉洁从业九项准则等相结合，坚决纠治行业不正之风，取得了显著改善。伴随全面从严治党、党风廉政建设和反腐败斗争取得历史性成就，医药领域行业风气持续向好。但同时，医药领域腐败问题依然存在，特别是近年来查处的一些“关键少数”、关键岗位人员，利用权力寻租、大肆收受回扣、行贿受贿等案件，严重稀释了医药事业改革发展红利，蚕食了人民群众权益，既掣肘医疗、医保、医药事业改革发展，又影响了行业形象，也危害了医药卫生领域绝大多数人的利益。

为进一步促进医药事业发展进步，保障人民群众健康权益，国家卫生健康委会同教育部、公安部、审计署、国务院国资委、市场监管总局、国家医保局、国家中医药局、国家疾控局、国家药监局等9部门共同启动了为期1年的全国医药领域腐败问题集中整治工作，以问题为导向，聚焦医药行业“关键少数”和关键岗位,坚决整治违规违纪违法行为,构建风清气正的行业氛围,为医药卫生事业高质量发展提供保障。

二、此次开展集中整治工作的主要原则有哪些考虑？

答：当前，医药领域腐败问题纠治难度不断加大，需要医药购销全链条上涉及的各部门增强工作合力、开展联合治理，需要将系统治理观念贯彻工作始终。因此，本次集中整治工作明确了三项工作原则：

一是全面覆盖、聚焦重点。此次整治涵盖了医药行业生产、流通、销售、使用、报销的全链条，以及医药领域行政管理部门、行业学（协）会、医疗卫生机构、医药生产经营企业、医保基金等全领域，实现医药领域全覆盖。在整治的重点上，聚焦“关键少数”、关键岗位，尤其是利用医药领域权力寻租、“带金销售”、利益输送等不法行为。

二是集中突破、纠建并举。针对“关键少数”、关键岗位的腐败问题进行重点突破，对重点问题、典型案件进行调查核实、处置处理、通报剖析，形成全国性集中整治医药领域腐败问题的高压态势。坚持线索处置、问题整改、行业治理相结合，健全规章制度、完善治理机制、规范行业监管，注重加强长效机制建设，实现医药领域腐败问题治理系统化、规范化、常态化。

三是统一实施、分级负责。严格落实工作责任，确保集中整治工作的各项要求任务落地见效。在全国医药领域腐败问题集中整治工作协作机制的统一领导下，相关职能部门和地方切实承担集中整治的主体责任，分级负责、抓好落实。纳入整治范围的机构、单位承担直接责任，负责落实上级主管部门对集中整治工作的各项具体要求，严格落实好集中整治的各项工作任务。

此次集中整治将按照上述原则，对医药行业开展全链条全领域全覆盖的系统治理，破解行业监管中的系统性问题，扎实推进医药领域行业治理，确保整治工作取得成效。

三、针对当前医药领域出现的腐败问题，开展集中整治的重点内容和措施有哪些？

答：此次集中整治的内容重点在六个方面：一是医药领域行政管理部门以权寻租；二是医疗卫生机构内“关键少数”和关键岗位，以及药品、器械、耗材等方面的“带金销售”；三是接受医药领域行政部门管理指导的社会组织利用工作便利牟取利益；四是涉及医保基金使用的有关问题；五是医药生产经营企业在购销领域的不法行为；六是医务人员违反《医疗机构工作人员廉洁从业九项准则》。通过采取自查自纠、集中整治、总结整改等措施，对医药行业的突出腐败问题，进行全领域、全链条、全覆盖的系统治理，建立完善一系列长效机制，确保工作取得实效。

四、集中整治工作部署以来，有什么工作进展，下一步工作有什么打算？

答：今年7月初，国家卫生健康委会同9部门联合印发了有关文件，聚焦解决当前医药领域腐败的突出问题，以及医药购销和医疗服务全链条中容易产生问题的关键环节，明确了此次集中整治的总体要求、整治内容、工作步骤和工作要求。7月12日，国家卫生健康委等10部门召开了全国医药领域腐败问题集中整治工作视频会议，聚焦医药领域生产、供应、销售、使用、报销等重点环节和“关键少数”，对集中整治工作进行了重点部署，各地各部门4000余人参加了会议。7月28日，中央纪委国家监委召开了配合开展集中整治工作的视频会议，就聚焦医药领域“关键少数”，加强监督执纪执法，在纪检监察系统内进行了部署。同时，国家卫生健康委在官方网站首页上线了“互联网+”行风评议平台，建立和畅通面向社会的信息沟通渠道。

根据工作部署，各省份均已建立了地方医药领域腐败问题集中整治工作协作机制，制订印发地方工作方案，并召开会议进行部署安排。各地有关单位迅速开展自查自纠，处置有关问题，公布多起案例，形成严的基调和氛围，反腐已在医药行业内形成广泛共识，集中整治的各项工作正在稳步开展。

下一步，集中整治工作将根据总体安排，持续推进，加大对工作的指导调度，加大对典型问题处置及通报力度，确保整治工作成效。

五、部分学术会议以近期反腐形势为由宣布暂停或延期举办，是否为集中整治的工作要求？

我们注意到媒体反映一些学术会议在医药领域反腐的形势下，宣布暂停、延期，但同时我们也了解到一些学术会议正常进行、未受影响。医药行业的学术会议是学术交流、经验分享、促进医药技术进步和创新发展的重要平台，按照国家有关规定，规范开展的学术会议和正常医学活动是要大力支持、积极鼓励的。需要整治的是那些无中生有、编造虚假学术会议的名头，进行违法违规利益输送，或者违规将学术会议赞助费私分的不法行为。

六、近期网上出现“阜外医院徐波”“江苏常州乳腺外科专家”等腐败案例，其内容是否属实？

我们关注到网上出现的有关信息。经了解，中国医学科学院阜外医院介入导管室主任徐波因涉嫌严重违纪违法问题，由中央纪委国家监委驻国家卫生健康委纪检监察组、山西省长治市监委立案审查调查。目前，该案件尚在办理中。经与办案部门沟通咨询，网传其“利用动手术、进耗材、参与医疗设备采购招标的机会，收受贿赂高达12亿元”等信息与目前案件调查掌握情况严重不符，为虚假信息。

关于“常州市著名乳腺外科专家朱某某被抓，家里共查出1.5亿”的信息，当地有关部门已通过常州主流媒体针对网络传播的失实信息进行了说明。（央视新闻客户端）",2023-08-15 13:46:51,反腐,反腐败,state_media,state_media_df
